in_product_family,in_bounding_box_x1,in_bounding_box_y1,in_bounding_box_x2,in_bounding_box_y2,in_bounding_box_x3,in_bounding_box_y3,in_bounding_box_x4,in_bounding_box_y4,out_bounding_box_x1,out_bounding_box_y1,out_bounding_box_x2,out_bounding_box_y2,out_bounding_box_x3,out_bounding_box_y3,out_bounding_box_x4,out_bounding_box_y4
ROOM,0,0,1587.8828400000002,0,1587.8828400000002,556.99999,0,556.99999,0,0,1587.8828400000002,0,1587.8828400000002,556.99999,0,556.99999
RADIATOR,-30,-5,30,-5,30,5,-30,5,-4091.591552734375,143.02562713623047,-4091.591552734375,83.02562713623047,-4081.591552734375,83.02562713623047,-4081.591552734375,143.02562713623047
