in_product_family,in_bounding_box_x1,in_bounding_box_y1,in_bounding_box_x2,in_bounding_box_y2,in_bounding_box_x3,in_bounding_box_y3,in_bounding_box_x4,in_bounding_box_y4,out_bounding_box_x1,out_bounding_box_y1,out_bounding_box_x2,out_bounding_box_y2,out_bounding_box_x3,out_bounding_box_y3,out_bounding_box_x4,out_bounding_box_y4
ROOM,0,0,398.23442,0,398.23442,235.67678,0,235.67678,0,0,398.23442,0,398.23442,235.67678,0,235.67678
TABLE,-87.5,-45,87.5,-45,87.5,45,-87.5,45,70.47816467285156,307.9617004394531,245.47816467285156,307.9617004394531,245.47816467285156,397.9617004394531,70.47816467285156,397.9617004394531
