in_product_family,in_bounding_box_x1,in_bounding_box_y1,in_bounding_box_x2,in_bounding_box_y2,in_bounding_box_x3,in_bounding_box_y3,in_bounding_box_x4,in_bounding_box_y4,out_bounding_box_x1,out_bounding_box_y1,out_bounding_box_x2,out_bounding_box_y2,out_bounding_box_x3,out_bounding_box_y3,out_bounding_box_x4,out_bounding_box_y4
ROOM,0,0,604,0,604,680,0,680,0,0,604,0,604,680,0,680
SOFA,-163.65,-78.8,163.65,-78.8,163.65,78.8,-163.65,78.8,87.7700408935547,259.085415649414,-239.52995910644532,259.0854156494141,-239.52995910644532,101.48541564941408,87.7700408935547,101.48541564941405
