in_product_family,in_bounding_box_x1,in_bounding_box_y1,in_bounding_box_x2,in_bounding_box_y2,in_bounding_box_x3,in_bounding_box_y3,in_bounding_box_x4,in_bounding_box_y4,out_bounding_box_x1,out_bounding_box_y1,out_bounding_box_x2,out_bounding_box_y2,out_bounding_box_x3,out_bounding_box_y3,out_bounding_box_x4,out_bounding_box_y4
ROOM,0,0,627.99463,0,627.99463,600.00203,0,600.00203,0,0,627.99463,0,627.99463,600.00203,0,600.00203
SOFA,-125.5,-81.75,125.5,-81.75,125.5,81.75,-125.5,81.75,354.12200927734375,-591.3283081054688,605.1220092773438,-591.3283081054688,605.1220092773438,-427.82830810546875,354.12200927734375,-427.82830810546875
